    1  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10000001000E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63967686876E-18  0.72683453505E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22003525349E-13  0.65879586417E-14  0.24298456370E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10000001000E-04  0.72058258924E-09  0.21790417428E-12  0.78317384087E-19  0.10930012308E-18  0.16768079144E-12  0.15729943871E-19  0.29934631592E-15  0.78312934615E-19  0.43497445691E-23  0.99727882369E-25  0.00000000000E+00  0.76123224587E-19  0.17402147787E-15  0.88361006046E-13  0.79145763916E-13  0.24848858160E-11  0.22546596800E-11  0.40186887855E-21  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.33176798770E-19  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1  0.10303862204E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63963913609E-18  0.72651057761E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22005392857E-13  0.65898293520E-14  0.24298082548E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10303862204E-04  0.72058258692E-09  0.21790417428E-12  0.00000000000E+00  0.00000000000E+00  0.27157604769E-12  0.63963913609E-18  0.72651057761E-17  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.22005392857E-13  0.65898293520E-14  0.24298082548E-12  0.24848858160E-11  0.22546596795E-11  0.00000000000E+00  0.73931773418E-13  0.47990800289E-13  0.62557853393E-18  0.58956283981E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10303862204E-04  0.72058258692E-09  0.21790417428E-12  0.29328074640E-28  0.13325725121E-27  0.27157604756E-12  0.63963913216E-18  0.72651058207E-17  0.28061083861E-28  0.64175562302E-31  0.12028152171E-29  0.00000000000E+00  0.13067196609E-27  0.22005392719E-13  0.65898293917E-14  0.24298082545E-12  0.24848858160E-11  0.22546596795E-11  0.49358117120E-30  0.73931773418E-13  0.47990800288E-13  0.62557853393E-18  0.58956283981E-18  0.13824699039E-29  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10303862204E-04  0.72058261235E-09  0.21790417428E-12  0.45061950563E-23  0.12083938019E-22  0.27157013793E-12  0.63939703447E-18  0.72678617021E-17  0.44959172280E-23  0.10278245456E-25 -0.41718640594E-30  0.00000000000E+00  0.11957384997E-22  0.21997050064E-13  0.65923251837E-14  0.24298076268E-12  0.24848875006E-11  0.22546565490E-11  0.41980486872E-25  0.73931823538E-13  0.47990733655E-13  0.62557853393E-18  0.58956283981E-18  0.12655343941E-24  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10303862204E-04  0.72058256353E-09  0.21790417428E-12  0.80692584818E-19  0.11260524358E-18  0.16767426417E-12  0.15731709013E-19  0.29916100597E-15  0.80687996757E-19  0.44821724372E-23  0.10588851199E-24  0.00000000000E+00  0.78438815958E-19  0.17405065441E-15  0.88362815807E-13  0.79137397710E-13  0.24848841315E-11  0.22546628106E-11  0.41403785402E-21  0.73931723297E-13  0.47990866924E-13  0.62557853393E-18  0.58956283981E-18  0.34166321736E-19  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
