   152928.0000000      0.9994E+00      0.9995E+00  0.00000000E+00      288.15000      288.15000
   152977.0000000      0.9989E+00      0.9990E+00  0.00000000E+00      288.14851      288.15000
   153026.0000000      0.9983E+00      0.9986E+00  0.00000000E+00      288.15045      288.15000
   153074.0000000      0.9978E+00      0.9981E+00  0.00000000E+00      288.15017      288.15000
   153123.0000000      0.9973E+00      0.9976E+00  0.00000000E+00      288.14833      288.15000
   153173.0000000      0.9967E+00      0.9971E+00  0.00000000E+00      288.15035      288.15000
   153221.0000000      0.9962E+00      0.9967E+00  0.00000000E+00      288.15002      288.15000
   153270.0000000      0.9956E+00      0.9962E+00  0.00000000E+00      288.14836      288.15000
   153319.0000000      0.9951E+00      0.9957E+00  0.00000000E+00      288.14964      288.15000
   153368.0000000      0.9945E+00      0.9952E+00  0.00000000E+00      288.14947      288.15000
   153416.0000000      0.9940E+00      0.9948E+00  0.00000000E+00      288.14932      288.15000
   153466.0000000      0.9934E+00      0.9943E+00  0.00000000E+00      288.14971      288.15000
   153515.0000000      0.9929E+00      0.9938E+00  0.00000000E+00      288.14988      288.15000
   153564.0000000      0.9923E+00      0.9933E+00  0.00000000E+00      288.14975      288.15000
   153613.0000000      0.9918E+00      0.9928E+00  0.00000000E+00      288.14985      288.15000
   153661.0000000      0.9912E+00      0.9924E+00  0.00000000E+00      288.14983      288.15000
   153710.0000000      0.9907E+00      0.9919E+00  0.00000000E+00      288.14986      288.15000
   153759.0000000      0.9901E+00      0.9914E+00  0.00000000E+00      288.14975      288.15000
   153808.0000000      0.9896E+00      0.9909E+00  0.00000000E+00      288.14988      288.15000
   153857.0000000      0.9890E+00      0.9905E+00  0.00000000E+00      288.14996      288.15000
   153906.0000000      0.9885E+00      0.9900E+00  0.00000000E+00      288.14987      288.15000
   153955.0000000      0.9879E+00      0.9895E+00  0.00000000E+00      288.14975      288.15000
   154004.0000000      0.9874E+00      0.9890E+00  0.00000000E+00      288.15044      288.15000
   154052.0000000      0.9868E+00      0.9886E+00  0.00000000E+00      288.14999      288.15000
   154102.0000000      0.9863E+00      0.9881E+00  0.00000000E+00      288.14892      288.15000
   154151.0000000      0.9857E+00      0.9876E+00  0.00000000E+00      288.15000      288.15000
   154200.0000000      0.9852E+00      0.9871E+00  0.00000000E+00      288.15090      288.15000
   154248.0000000      0.9846E+00      0.9867E+00  0.00000000E+00      288.14973      288.15000
   154297.0000000      0.9841E+00      0.9862E+00  0.00000000E+00      288.15104      288.15000
   154347.0000000      0.9835E+00      0.9857E+00  0.00000000E+00      288.14991      288.15000
   154395.0000000      0.9830E+00      0.9852E+00  0.00000000E+00      288.14944      288.15000
   154444.0000000      0.9824E+00      0.9848E+00  0.00000000E+00      288.14974      288.15000
   154493.0000000      0.9819E+00      0.9843E+00  0.00000000E+00      288.14999      288.15000
   154542.0000000      0.9813E+00      0.9838E+00  0.00000000E+00      288.14934      288.15000
   154591.0000000      0.9808E+00      0.9833E+00  0.00000000E+00      288.15030      288.15000
   154640.0000000      0.9802E+00      0.9829E+00  0.00000000E+00      288.15048      288.15000
   154688.0000000      0.9796E+00      0.9824E+00  0.00000000E+00      288.14892      288.15000
   154738.0000000      0.9791E+00      0.9819E+00  0.00000000E+00      288.14990      288.15000
   154787.0000000      0.9785E+00      0.9815E+00  0.00000000E+00      288.15004      288.15000
   154835.0000000      0.9780E+00      0.9810E+00  0.00000000E+00      288.14992      288.15000
   154884.0000000      0.9774E+00      0.9805E+00  0.00000000E+00      288.14964      288.15000
   154934.0000000      0.9768E+00      0.9800E+00  0.00000000E+00      288.14976      288.15000
   154982.0000000      0.9763E+00      0.9796E+00  0.00000000E+00      288.14999      288.15000
   155031.0000000      0.9757E+00      0.9791E+00  0.00000000E+00      288.14972      288.15000
   155080.0000000      0.9752E+00      0.9786E+00  0.00000000E+00      288.15021      288.15000
   155129.0000000      0.9746E+00      0.9782E+00  0.00000000E+00      288.14963      288.15000
   155178.0000000      0.9741E+00      0.9777E+00  0.00000000E+00      288.14948      288.15000
   155227.0000000      0.9735E+00      0.9772E+00  0.00000000E+00      288.14810      288.15000
   155276.0000000      0.9729E+00      0.9767E+00  0.00000000E+00      288.15046      288.15000
   155324.0000000      0.9724E+00      0.9763E+00  0.00000000E+00      288.14975      288.15000
   155374.0000000      0.9718E+00      0.9758E+00  0.00000000E+00      288.14997      288.15000
   155422.0000000      0.9713E+00      0.9753E+00  0.00000000E+00      288.15060      288.15000
   155472.0000000      0.9707E+00      0.9749E+00  0.00000000E+00      288.14949      288.15000
   155521.0000000      0.9701E+00      0.9744E+00  0.00000000E+00      288.14978      288.15000
   155569.0000000      0.9696E+00      0.9739E+00  0.00000000E+00      288.14976      288.15000
   155618.0000000      0.9690E+00      0.9735E+00  0.00000000E+00      288.14947      288.15000
   155667.0000000      0.9684E+00      0.9730E+00  0.00000000E+00      288.15008      288.15000
   155716.0000000      0.9679E+00      0.9725E+00  0.00000000E+00      288.15129      288.15000
   155765.0000000      0.9673E+00      0.9721E+00  0.00000000E+00      288.15205      288.15000
   155814.0000000      0.9667E+00      0.9716E+00  0.00000000E+00      288.14932      288.15000
   155863.0000000      0.9662E+00      0.9711E+00  0.00000000E+00      288.14967      288.15000
   155912.0000000      0.9656E+00      0.9706E+00  0.00000000E+00      288.14940      288.15000
   155960.0000000      0.9650E+00      0.9702E+00  0.00000000E+00      288.14985      288.15000
