    1  0.10000001000E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693642E-15  0.32751456316E-21  0.37213933655E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11265804664E-16  0.33730345093E-17  0.12440809724E-15  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289748E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10000001000E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693642E-15  0.32751456316E-21  0.37213933655E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11265804664E-16  0.33730345093E-17  0.12440809724E-15  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289748E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10000001000E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693642E-15  0.32751456316E-21  0.37213933655E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11265804664E-16  0.33730345093E-17  0.12440809724E-15  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289748E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10000001000E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693642E-15  0.32751456316E-21  0.37213933655E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11265804664E-16  0.33730345093E-17  0.12440809724E-15  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289748E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10000001000E-04  0.36893845580E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.85840484952E-16  0.80469340636E-23  0.15339545494E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.88971202248E-19  0.45252658983E-16  0.40498854767E-16  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289748E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1  0.10303862204E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693641E-15  0.32749507722E-21  0.37197204003E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11266769070E-16  0.33740005779E-17  0.12440616676E-15  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289748E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10303862204E-04  0.36893828453E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904692217E-15  0.32749467734E-21  0.37197249472E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11266754928E-16  0.33740045904E-17  0.12440616266E-15  0.12722615380E-14  0.11543857523E-14  0.00000000000E+00  0.37853067996E-16  0.24571289671E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10303862204E-04  0.36893829140E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904239909E-15  0.32735381288E-21  0.37213275555E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11261812879E-16  0.33754305137E-17  0.12440515570E-15  0.12722618060E-14  0.11543842143E-14  0.00000000000E+00  0.37853075968E-16  0.24571256934E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10303862204E-04  0.36894030330E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13857591118E-15  0.30878680642E-21  0.39455121899E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.10620114547E-16  0.35778139778E-17  0.12437798266E-15  0.12723906143E-14  0.11541441286E-14  0.00000000000E+00  0.37856908348E-16  0.24566146671E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10303862204E-04  0.36893640894E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.85613065053E-16  0.80612736705E-23  0.15303041838E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.88985754456E-19  0.45098916803E-16  0.40425162496E-16  0.12721321930E-14  0.11546289284E-14  0.00000000000E+00  0.37849219646E-16  0.24576465715E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1  0.10616956572E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693630E-15  0.32749469829E-21  0.37196881593E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11266787576E-16  0.33740192514E-17  0.12440612947E-15  0.12722615378E-14  0.11543857559E-14  0.00000000000E+00  0.37853067990E-16  0.24571289747E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10616956572E-04  0.36893828470E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904681908E-15  0.32749139836E-21  0.37197256817E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11266670887E-16  0.33740523698E-17  0.12440609583E-15  0.12722615396E-14  0.11543857258E-14  0.00000000000E+00  0.37853068044E-16  0.24571289106E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3  0.10616956572E-04  0.36893831236E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13902876297E-15  0.32692529338E-21  0.37261747412E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11246819432E-16  0.33797932044E-17  0.12440215034E-15  0.12722626670E-14  0.11543794765E-14  0.00000000000E+00  0.37853101586E-16  0.24571156089E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4  0.10616956572E-04  0.36894234966E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13811023760E-15  0.29084683423E-21  0.41893137753E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.99975012223E-17  0.37968573555E-17  0.12431587902E-15  0.12725214309E-14  0.11539076265E-14  0.00000000000E+00  0.37860800481E-16  0.24561112685E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5  0.10616956572E-04  0.36893431915E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.85387153859E-16  0.80748901472E-23  0.15275675390E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.88985540774E-19  0.44943102542E-16  0.40355065777E-16  0.12720005137E-14  0.11548701949E-14  0.00000000000E+00  0.37845301848E-16  0.24581601111E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1  0.10939564663E-04  0.36893828450E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904693579E-15  0.32749430055E-21  0.37196553462E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11266806101E-16  0.33740384332E-17  0.12440609125E-15  0.12722615378E-14  0.11543857558E-14  0.00000000000E+00  0.37853067990E-16  0.24571289745E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2  0.10939564663E-04  0.36893828518E-12  0.11156693723E-15  0.00000000000E+00  0.00000000000E+00  0.13904653098E-15  0.32748287672E-21  0.37197852452E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.11266402219E-16  0.33741531110E-17  0.12440597565E-15  0.12722615442E-14  0.11543856507E-14  0.00000000000E+00  0.37853068181E-16  0.24571287509E-16  0.32029620937E-21  0.30185617398E-21  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
