   152928.0000000   0.800257E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.435130E+00   0.435130E+00   0.818473E+00   0.109526E+01
   152977.0000000   0.800059E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.435000E+00   0.435000E+00   0.818447E+00   0.109523E+01
   153026.0000000   0.800078E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.434981E+00   0.434981E+00   0.818537E+00   0.109523E+01
   153074.0000000   0.799036E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.435819E+00   0.435819E+00   0.817615E+00   0.109543E+01
   153123.0000000   0.798900E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.435982E+00   0.435982E+00   0.817503E+00   0.109546E+01
   153173.0000000   0.798991E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.435943E+00   0.435943E+00   0.817603E+00   0.109546E+01
   153221.0000000   0.799070E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.435937E+00   0.435937E+00   0.817690E+00   0.109545E+01
   153270.0000000   0.798019E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.436815E+00   0.436815E+00   0.816728E+00   0.109566E+01
   153319.0000000   0.798067E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.436934E+00   0.436934E+00   0.816772E+00   0.109569E+01
   153368.0000000   0.798034E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.436968E+00   0.436968E+00   0.816741E+00   0.109570E+01
   153416.0000000   0.796968E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.437796E+00   0.437796E+00   0.815759E+00   0.109590E+01
   153466.0000000   0.796861E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.437928E+00   0.437928E+00   0.815649E+00   0.109593E+01
   153515.0000000   0.796867E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.437927E+00   0.437927E+00   0.815653E+00   0.109593E+01
   153564.0000000   0.797056E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.437925E+00   0.437925E+00   0.815832E+00   0.109593E+01
   153613.0000000   0.795903E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.438711E+00   0.438711E+00   0.814765E+00   0.109612E+01
   153661.0000000   0.795795E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.438915E+00   0.438915E+00   0.814654E+00   0.109617E+01
   153710.0000000   0.796061E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.438913E+00   0.438913E+00   0.814904E+00   0.109617E+01
   153759.0000000   0.794948E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.439770E+00   0.439770E+00   0.813871E+00   0.109637E+01
   153808.0000000   0.794874E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.439899E+00   0.439899E+00   0.813791E+00   0.109641E+01
   153857.0000000   0.794876E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.439901E+00   0.439901E+00   0.813788E+00   0.109641E+01
   153906.0000000   0.794953E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.439899E+00   0.439899E+00   0.813859E+00   0.109641E+01
   153955.0000000   0.794009E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.440770E+00   0.440770E+00   0.812987E+00   0.109661E+01
   154004.0000000   0.793919E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.440912E+00   0.440912E+00   0.812892E+00   0.109665E+01
   154052.0000000   0.793918E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.440912E+00   0.440912E+00   0.812886E+00   0.109665E+01
   154102.0000000   0.793045E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.441735E+00   0.441735E+00   0.812079E+00   0.109685E+01
   154151.0000000   0.793009E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.441862E+00   0.441862E+00   0.812035E+00   0.109688E+01
   154200.0000000   0.792986E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.441888E+00   0.441888E+00   0.812007E+00   0.109688E+01
   154248.0000000   0.791963E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.442727E+00   0.442727E+00   0.811057E+00   0.109709E+01
   154297.0000000   0.791880E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.442834E+00   0.442834E+00   0.810969E+00   0.109711E+01
   154347.0000000   0.791939E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.442869E+00   0.442869E+00   0.811018E+00   0.109712E+01
   154395.0000000   0.791989E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.442832E+00   0.442832E+00   0.811062E+00   0.109711E+01
   154444.0000000   0.791032E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.443695E+00   0.443695E+00   0.810175E+00   0.109732E+01
   154493.0000000   0.791072E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.443802E+00   0.443802E+00   0.810203E+00   0.109734E+01
