           1   55.5555555555556     
           2   1.09233443573379     
           3  0.000000000000000E+000
           4  0.000000000000000E+000
           5  0.000000000000000E+000
           6  1.000000000000000E-007
           7  1.000000000000000E-007
           8  0.000000000000000E+000
           9  0.000000000000000E+000
          10  0.000000000000000E+000
          11  0.319536396222874     
          12  0.000000000000000E+000
          13  0.000000000000000E+000
          14  0.000000000000000E+000
          15  0.000000000000000E+000
          16   4.65504637027455     
          17   4.74730751989588     
          18  0.000000000000000E+000
          19  0.421966716372570     
          20  0.329705566751236     
          21  2.476834025610820E-008
          22  2.476834025610820E-008
          23  0.000000000000000E+000
24 00d0
25 0d0
26 0d0
27 0d0
28 0d0
29 0d0

