./input_SLF.dat                                                                 
12.6d-4  initial radius im cm                                                      
600		Pressure in hpa                                                            
5,0	maxial shells                                                             
12  	outPut modus; 0: IVEA (log time), 1:EDB linear time, 2: input times         
2
     155521.000          0.784        288.150 0.0 0.0 0.0 0.0 0.0
     155569.000          0.784        288.150 0.0 0.0 0.0 0.0 0.0
     155618.000          0.784        288.150 0.0 0.0 0.0 0.0 0.0
     155667.000          0.783        288.150 0.0 0.0 0.0 0.0 0.0
     155716.000          0.783        288.150 0.0 0.0 0.0 0.0 0.0
     155765.000          0.783        288.150 0.0 0.0 0.0 0.0 0.0
     155814.000          0.782        288.150 0.0 0.0 0.0 0.0 0.0
     155863.000          0.782        288.150 0.0 0.0 0.0 0.0 0.0
     155912.000          0.782        288.150 0.0 0.0 0.0 0.0 0.0
     155960.000          0.781        288.150 0.0 0.0 0.0 0.0 0.0
     156010.000          0.781        288.150 0.0 0.0 0.0 0.0 0.0
     156059.000          0.781        288.150 0.0 0.0 0.0 0.0 0.0
     156108.000          0.780        288.150 0.0 0.0 0.0 0.0 0.0
     156156.000          0.780        288.150 0.0 0.0 0.0 0.0 0.0
     156205.000          0.780        288.150 0.0 0.0 0.0 0.0 0.0
     156255.000          0.779        288.150 0.0 0.0 0.0 0.0 0.0
     156303.000          0.779        288.150 0.0 0.0 0.0 0.0 0.0
     156352.000          0.779        288.150 0.0 0.0 0.0 0.0 0.0
     156401.000          0.778        288.150 0.0 0.0 0.0 0.0 0.0
     156450.000          0.778        288.150 0.0 0.0 0.0 0.0 0.0
     156499.000          0.778        288.150 0.0 0.0 0.0 0.0 0.0
     156548.000          0.777        288.150 0.0 0.0 0.0 0.0 0.0
     156596.000          0.777        288.150 0.0 0.0 0.0 0.0 0.0
     156646.000          0.777        288.150 0.0 0.0 0.0 0.0 0.0
     156695.000          0.776        288.150 0.0 0.0 0.0 0.0 0.0
     156743.000          0.776        288.150 0.0 0.0 0.0 0.0 0.0
     156792.000          0.776        288.150 0.0 0.0 0.0 0.0 0.0
     156842.000          0.775        288.150 0.0 0.0 0.0 0.0 0.0
     156890.000          0.775        288.150 0.0 0.0 0.0 0.0 0.0
     156939.000          0.775        288.150 0.0 0.0 0.0 0.0 0.0
     156988.000          0.774        288.150 0.0 0.0 0.0 0.0 0.0
     157037.000          0.774        288.150 0.0 0.0 0.0 0.0 0.0
     157086.000          0.774        288.150 0.0 0.0 0.0 0.0 0.0
     157135.000          0.773        288.150 0.0 0.0 0.0 0.0 0.0
     157184.000          0.773        288.150 0.0 0.0 0.0 0.0 0.0
     157232.000          0.773        288.150 0.0 0.0 0.0 0.0 0.0
     157282.000          0.772        288.150 0.0 0.0 0.0 0.0 0.0
     157330.000          0.772        288.150 0.0 0.0 0.0 0.0 0.0
     157380.000          0.772        288.150 0.0 0.0 0.0 0.0 0.0
     157429.000          0.771        288.150 0.0 0.0 0.0 0.0 0.0
     157477.000          0.771        288.150 0.0 0.0 0.0 0.0 0.0
     157526.000          0.771        288.150 0.0 0.0 0.0 0.0 0.0
     157575.000          0.770        288.150 0.0 0.0 0.0 0.0 0.0
     157624.000          0.770        288.150 0.0 0.0 0.0 0.0 0.0
     157673.000          0.770        288.150 0.0 0.0 0.0 0.0 0.0
     157722.000          0.769        288.150 0.0 0.0 0.0 0.0 0.0
     157771.000          0.769        288.150 0.0 0.0 0.0 0.0 0.0
     157820.000          0.769        288.150 0.0 0.0 0.0 0.0 0.0
     157868.000          0.768        288.150 0.0 0.0 0.0 0.0 0.0
     157918.000          0.768        288.150 0.0 0.0 0.0 0.0 0.0
     157966.000          0.768        288.150 0.0 0.0 0.0 0.0 0.0
     158016.000          0.767        288.150 0.0 0.0 0.0 0.0 0.0
     158064.000          0.767        288.150 0.0 0.0 0.0 0.0 0.0
     158113.000          0.767        288.150 0.0 0.0 0.0 0.0 0.0
     158163.000          0.766        288.150 0.0 0.0 0.0 0.0 0.0
     158211.000          0.766        288.150 0.0 0.0 0.0 0.0 0.0
     158260.000          0.766        288.150 0.0 0.0 0.0 0.0 0.0
     158309.000          0.765        288.150 0.0 0.0 0.0 0.0 0.0
     158358.000          0.765        288.150 0.0 0.0 0.0 0.0 0.0
     158407.000          0.764        288.150 0.0 0.0 0.0 0.0 0.0
     158456.000          0.764        288.150 0.0 0.0 0.0 0.0 0.0
     158504.000          0.764        288.150 0.0 0.0 0.0 0.0 0.0
     158554.000          0.763        288.150 0.0 0.0 0.0 0.0 0.0
     158603.000          0.763        288.150 0.0 0.0 0.0 0.0 0.0
     158651.000          0.763        288.150 0.0 0.0 0.0 0.0 0.0
     158700.000          0.762        288.150 0.0 0.0 0.0 0.0 0.0
     158750.000          0.762        288.150 0.0 0.0 0.0 0.0 0.0
     158798.000          0.762        288.150 0.0 0.0 0.0 0.0 0.0
     158847.000          0.761        288.150 0.0 0.0 0.0 0.0 0.0
     158896.000          0.761        288.150 0.0 0.0 0.0 0.0 0.0
     158945.000          0.760        288.150 0.0 0.0 0.0 0.0 0.0
     158994.000          0.760        288.150 0.0 0.0 0.0 0.0 0.0
     159043.000          0.760        288.150 0.0 0.0 0.0 0.0 0.0
     159092.000          0.759        288.150 0.0 0.0 0.0 0.0 0.0
     159140.000          0.759        288.150 0.0 0.0 0.0 0.0 0.0
     159190.000          0.758        288.150 0.0 0.0 0.0 0.0 0.0
     159238.000          0.758        288.150 0.0 0.0 0.0 0.0 0.0
     159288.000          0.758        288.150 0.0 0.0 0.0 0.0 0.0
     159337.000          0.757        288.150 0.0 0.0 0.0 0.0 0.0
     159385.000          0.757        288.150 0.0 0.0 0.0 0.0 0.0
     159435.000          0.757        288.150 0.0 0.0 0.0 0.0 0.0
     159484.000          0.756        288.150 0.0 0.0 0.0 0.0 0.0
     159532.000          0.756        288.150 0.0 0.0 0.0 0.0 0.0
     159581.000          0.755        288.150 0.0 0.0 0.0 0.0 0.0
     159630.000          0.755        288.150 0.0 0.0 0.0 0.0 0.0
     159679.000          0.755        288.150 0.0 0.0 0.0 0.0 0.0
     159728.000          0.754        288.150 0.0 0.0 0.0 0.0 0.0
     159776.000          0.754        288.150 0.0 0.0 0.0 0.0 0.0
     159826.000          0.753        288.150 0.0 0.0 0.0 0.0 0.0
     159875.000          0.753        288.150 0.0 0.0 0.0 0.0 0.0
     159924.000          0.753        288.150 0.0 0.0 0.0 0.0 0.0
     159972.000          0.752        288.150 0.0 0.0 0.0 0.0 0.0
     160022.000          0.752        288.150 0.0 0.0 0.0 0.0 0.0
     160071.000          0.752        288.150 0.0 0.0 0.0 0.0 0.0
     160119.000          0.751        288.150 0.0 0.0 0.0 0.0 0.0
     160168.000          0.751        288.150 0.0 0.0 0.0 0.0 0.0
     160217.000          0.751        288.150 0.0 0.0 0.0 0.0 0.0
     160266.000          0.750        288.150 0.0 0.0 0.0 0.0 0.0
     160315.000          0.750        288.150 0.0 0.0 0.0 0.0 0.0
     160364.000          0.749        288.150 0.0 0.0 0.0 0.0 0.0
     160412.000          0.749        288.150 0.0 0.0 0.0 0.0 0.0
     160462.000          0.749        288.150 0.0 0.0 0.0 0.0 0.0
     160511.000          0.748        288.150 0.0 0.0 0.0 0.0 0.0
     160560.000          0.748        288.150 0.0 0.0 0.0 0.0 0.0
     160608.000          0.748        288.150 0.0 0.0 0.0 0.0 0.0
     160658.000          0.747        288.150 0.0 0.0 0.0 0.0 0.0
     160706.000          0.747        288.150 0.0 0.0 0.0 0.0 0.0
     160755.000          0.747        288.150 0.0 0.0 0.0 0.0 0.0
     160805.000          0.746        288.150 0.0 0.0 0.0 0.0 0.0
     160853.000          0.746        288.150 0.0 0.0 0.0 0.0 0.0
     160902.000          0.745        288.150 0.0 0.0 0.0 0.0 0.0
     160952.000          0.745        288.150 0.0 0.0 0.0 0.0 0.0
     161000.000          0.745        288.150 0.0 0.0 0.0 0.0 0.0
     161048.000          0.744        288.150 0.0 0.0 0.0 0.0 0.0
     161098.000          0.744        288.150 0.0 0.0 0.0 0.0 0.0
     161147.000          0.744        288.150 0.0 0.0 0.0 0.0 0.0
     161196.000          0.743        288.150 0.0 0.0 0.0 0.0 0.0
     161245.000          0.743        288.150 0.0 0.0 0.0 0.0 0.0
     161293.000          0.742        288.150 0.0 0.0 0.0 0.0 0.0
     161343.000          0.742        288.150 0.0 0.0 0.0 0.0 0.0
     161392.000          0.742        288.150 0.0 0.0 0.0 0.0 0.0
     161440.000          0.741        288.150 0.0 0.0 0.0 0.0 0.0
     161489.000          0.741        288.150 0.0 0.0 0.0 0.0 0.0
     161539.000          0.740        288.150 0.0 0.0 0.0 0.0 0.0
     161587.000          0.740        288.150 0.0 0.0 0.0 0.0 0.0
     161636.000          0.739        288.150 0.0 0.0 0.0 0.0 0.0
     161685.000          0.739        288.150 0.0 0.0 0.0 0.0 0.0
     161734.000          0.739        288.150 0.0 0.0 0.0 0.0 0.0
     161783.000          0.738        288.150 0.0 0.0 0.0 0.0 0.0
     161832.000          0.738        288.150 0.0 0.0 0.0 0.0 0.0
     161881.000          0.738        288.150 0.0 0.0 0.0 0.0 0.0
     161930.000          0.737        288.150 0.0 0.0 0.0 0.0 0.0
     161979.000          0.737        288.150 0.0 0.0 0.0 0.0 0.0
     162027.000          0.736        288.150 0.0 0.0 0.0 0.0 0.0
     162077.000          0.736        288.150 0.0 0.0 0.0 0.0 0.0
     162126.000          0.735        288.150 0.0 0.0 0.0 0.0 0.0
     162174.000          0.735        288.150 0.0 0.0 0.0 0.0 0.0
     162223.000          0.735        288.150 0.0 0.0 0.0 0.0 0.0
     162272.000          0.734        288.150 0.0 0.0 0.0 0.0 0.0
     162320.000          0.734        288.150 0.0 0.0 0.0 0.0 0.0
     162370.000          0.733        288.150 0.0 0.0 0.0 0.0 0.0
     162419.000          0.733        288.150 0.0 0.0 0.0 0.0 0.0
     162468.000          0.732        288.150 0.0 0.0 0.0 0.0 0.0
     162517.000          0.732        288.150 0.0 0.0 0.0 0.0 0.0
     162566.000          0.732        288.150 0.0 0.0 0.0 0.0 0.0
     162615.000          0.731        288.150 0.0 0.0 0.0 0.0 0.0
     162664.000          0.731        288.150 0.0 0.0 0.0 0.0 0.0
     162713.000          0.731        288.150 0.0 0.0 0.0 0.0 0.0
     162761.000          0.730        288.150 0.0 0.0 0.0 0.0 0.0
     162810.000          0.730        288.150 0.0 0.0 0.0 0.0 0.0
     162860.000          0.729        288.150 0.0 0.0 0.0 0.0 0.0
     162908.000          0.729        288.150 0.0 0.0 0.0 0.0 0.0
     162956.000          0.728        288.150 0.0 0.0 0.0 0.0 0.0
     163006.000          0.728        288.150 0.0 0.0 0.0 0.0 0.0
     163055.000          0.728        288.150 0.0 0.0 0.0 0.0 0.0
     163104.000          0.727        288.150 0.0 0.0 0.0 0.0 0.0
     163153.000          0.727        288.150 0.0 0.0 0.0 0.0 0.0
     163202.000          0.726        288.150 0.0 0.0 0.0 0.0 0.0
     163251.000          0.726        288.150 0.0 0.0 0.0 0.0 0.0
     163300.000          0.726        288.150 0.0 0.0 0.0 0.0 0.0
     163348.000          0.725        288.150 0.0 0.0 0.0 0.0 0.0
     163397.000          0.725        288.150 0.0 0.0 0.0 0.0 0.0
     163447.000          0.724        288.150 0.0 0.0 0.0 0.0 0.0
     163495.000          0.724        288.150 0.0 0.0 0.0 0.0 0.0
     163544.000          0.724        288.150 0.0 0.0 0.0 0.0 0.0
     163593.000          0.723        288.150 0.0 0.0 0.0 0.0 0.0
     163642.000          0.723        288.150 0.0 0.0 0.0 0.0 0.0
     163691.000          0.723        288.150 0.0 0.0 0.0 0.0 0.0
     163740.000          0.722        288.150 0.0 0.0 0.0 0.0 0.0
     163789.000          0.722        288.150 0.0 0.0 0.0 0.0 0.0
     163838.000          0.721        288.150 0.0 0.0 0.0 0.0 0.0
     163887.000          0.721        288.150 0.0 0.0 0.0 0.0 0.0
     163936.000          0.721        288.150 0.0 0.0 0.0 0.0 0.0
     163985.000          0.720        288.150 0.0 0.0 0.0 0.0 0.0
     164034.000          0.720        288.150 0.0 0.0 0.0 0.0 0.0
     164082.000          0.720        288.150 0.0 0.0 0.0 0.0 0.0
     164132.000          0.719        288.150 0.0 0.0 0.0 0.0 0.0
     164181.000          0.719        288.150 0.0 0.0 0.0 0.0 0.0
     164228.000          0.718        288.150 0.0 0.0 0.0 0.0 0.0
     164278.000          0.718        288.150 0.0 0.0 0.0 0.0 0.0
     164327.000          0.718        288.150 0.0 0.0 0.0 0.0 0.0
     164376.000          0.718        288.150 0.0 0.0 0.0 0.0 0.0
     164425.000          0.717        288.150 0.0 0.0 0.0 0.0 0.0
     164474.000          0.717        288.150 0.0 0.0 0.0 0.0 0.0
     164523.000          0.717        288.150 0.0 0.0 0.0 0.0 0.0
     164572.000          0.716        288.150 0.0 0.0 0.0 0.0 0.0
     164621.000          0.716        288.150 0.0 0.0 0.0 0.0 0.0
     164669.000          0.716        288.150 0.0 0.0 0.0 0.0 0.0
     164719.000          0.715        288.150 0.0 0.0 0.0 0.0 0.0
     164768.000          0.715        288.150 0.0 0.0 0.0 0.0 0.0
     164816.000          0.715        288.150 0.0 0.0 0.0 0.0 0.0
     164865.000          0.714        288.150 0.0 0.0 0.0 0.0 0.0
     164915.000          0.714        288.150 0.0 0.0 0.0 0.0 0.0
     164963.000          0.714        288.150 0.0 0.0 0.0 0.0 0.0
     165012.000          0.713        288.150 0.0 0.0 0.0 0.0 0.0
     165061.000          0.713        288.150 0.0 0.0 0.0 0.0 0.0
     165110.000          0.713        288.150 0.0 0.0 0.0 0.0 0.0
     165159.000          0.713        288.150 0.0 0.0 0.0 0.0 0.0
     165208.000          0.712        288.150 0.0 0.0 0.0 0.0 0.0
     165257.000          0.712        288.150 0.0 0.0 0.0 0.0 0.0
     165306.000          0.712        288.150 0.0 0.0 0.0 0.0 0.0
     165355.000          0.711        288.150 0.0 0.0 0.0 0.0 0.0
     165403.000          0.711        288.150 0.0 0.0 0.0 0.0 0.0
     165452.000          0.710        288.150 0.0 0.0 0.0 0.0 0.0
     165501.000          0.710        288.150 0.0 0.0 0.0 0.0 0.0
     165550.000          0.710        288.150 0.0 0.0 0.0 0.0 0.0
     165599.000          0.710        288.150 0.0 0.0 0.0 0.0 0.0
     165648.000          0.709        288.150 0.0 0.0 0.0 0.0 0.0
     165697.000          0.709        288.150 0.0 0.0 0.0 0.0 0.0
     165746.000          0.709        288.150 0.0 0.0 0.0 0.0 0.0
     165795.000          0.708        288.150 0.0 0.0 0.0 0.0 0.0
     165844.000          0.708        288.150 0.0 0.0 0.0 0.0 0.0
     165893.000          0.708        288.150 0.0 0.0 0.0 0.0 0.0
     165942.000          0.707        288.150 0.0 0.0 0.0 0.0 0.0
     165991.000          0.707        288.150 0.0 0.0 0.0 0.0 0.0
     166040.000          0.707        288.150 0.0 0.0 0.0 0.0 0.0
     166089.000          0.706        288.150 0.0 0.0 0.0 0.0 0.0
     166137.000          0.706        288.150 0.0 0.0 0.0 0.0 0.0
     166187.000          0.705        288.150 0.0 0.0 0.0 0.0 0.0
     166236.000          0.705        288.150 0.0 0.0 0.0 0.0 0.0
     166284.000          0.705        288.150 0.0 0.0 0.0 0.0 0.0
     166333.000          0.705        288.150 0.0 0.0 0.0 0.0 0.0
     166382.000          0.704        288.150 0.0 0.0 0.0 0.0 0.0
     166431.000          0.704        288.150 0.0 0.0 0.0 0.0 0.0
     166480.000          0.704        288.150 0.0 0.0 0.0 0.0 0.0
     166529.000          0.703        288.150 0.0 0.0 0.0 0.0 0.0
     166578.000          0.703        288.150 0.0 0.0 0.0 0.0 0.0
     166627.000          0.702        288.150 0.0 0.0 0.0 0.0 0.0
     166676.000          0.702        288.150 0.0 0.0 0.0 0.0 0.0
     166724.000          0.702        288.150 0.0 0.0 0.0 0.0 0.0
     166773.000          0.702        288.150 0.0 0.0 0.0 0.0 0.0
     166823.000          0.701        288.150 0.0 0.0 0.0 0.0 0.0
     166871.000          0.701        288.150 0.0 0.0 0.0 0.0 0.0
     166920.000          0.701        288.150 0.0 0.0 0.0 0.0 0.0
     166969.000          0.700        288.150 0.0 0.0 0.0 0.0 0.0
     167018.000          0.700        288.150 0.0 0.0 0.0 0.0 0.0
     167067.000          0.700        288.150 0.0 0.0 0.0 0.0 0.0
     167116.000          0.699        288.150 0.0 0.0 0.0 0.0 0.0
     167165.000          0.699        288.150 0.0 0.0 0.0 0.0 0.0
     167214.000          0.699        288.150 0.0 0.0 0.0 0.0 0.0
     167263.000          0.699        288.150 0.0 0.0 0.0 0.0 0.0
     167312.000          0.698        288.150 0.0 0.0 0.0 0.0 0.0
     167361.000          0.698        288.150 0.0 0.0 0.0 0.0 0.0
     167409.000          0.698        288.150 0.0 0.0 0.0 0.0 0.0
     167459.000          0.698        288.150 0.0 0.0 0.0 0.0 0.0
     167508.000          0.697        288.150 0.0 0.0 0.0 0.0 0.0
     167557.000          0.697        288.150 0.0 0.0 0.0 0.0 0.0
     167605.000          0.697        288.150 0.0 0.0 0.0 0.0 0.0
     167654.000          0.697        288.150 0.0 0.0 0.0 0.0 0.0
     167704.000          0.697        288.150 0.0 0.0 0.0 0.0 0.0
     167752.000          0.696        288.150 0.0 0.0 0.0 0.0 0.0
     167801.000          0.696        288.150 0.0 0.0 0.0 0.0 0.0
     167850.000          0.696        288.150 0.0 0.0 0.0 0.0 0.0
     167899.000          0.696        288.150 0.0 0.0 0.0 0.0 0.0
     167948.000          0.695        288.150 0.0 0.0 0.0 0.0 0.0
     167997.000          0.695        288.150 0.0 0.0 0.0 0.0 0.0
     168045.000          0.695        288.150 0.0 0.0 0.0 0.0 0.0
     168095.000          0.695        288.150 0.0 0.0 0.0 0.0 0.0
     168144.000          0.695        288.150 0.0 0.0 0.0 0.0 0.0
     168193.000          0.694        288.150 0.0 0.0 0.0 0.0 0.0
     168242.000          0.694        288.150 0.0 0.0 0.0 0.0 0.0
     168291.000          0.694        288.150 0.0 0.0 0.0 0.0 0.0
     168339.000          0.694        288.150 0.0 0.0 0.0 0.0 0.0
     168388.000          0.694        288.150 0.0 0.0 0.0 0.0 0.0
     168438.000          0.693        288.150 0.0 0.0 0.0 0.0 0.0
     168486.000          0.693        288.150 0.0 0.0 0.0 0.0 0.0
     168535.000          0.693        288.150 0.0 0.0 0.0 0.0 0.0
     168584.000          0.693        288.150 0.0 0.0 0.0 0.0 0.0
     168633.000          0.692        288.150 0.0 0.0 0.0 0.0 0.0
     168681.000          0.692        288.150 0.0 0.0 0.0 0.0 0.0
     168731.000          0.692        288.150 0.0 0.0 0.0 0.0 0.0
     168780.000          0.692        288.150 0.0 0.0 0.0 0.0 0.0
     168829.000          0.691        288.150 0.0 0.0 0.0 0.0 0.0
     168878.000          0.691        288.150 0.0 0.0 0.0 0.0 0.0
     168926.000          0.691        288.150 0.0 0.0 0.0 0.0 0.0
     168976.000          0.690        288.150 0.0 0.0 0.0 0.0 0.0
     169025.000          0.690        288.150 0.0 0.0 0.0 0.0 0.0
     169073.000          0.690        288.150 0.0 0.0 0.0 0.0 0.0
     169122.000          0.690        288.150 0.0 0.0 0.0 0.0 0.0
     169171.000          0.689        288.150 0.0 0.0 0.0 0.0 0.0
     169220.000          0.689        288.150 0.0 0.0 0.0 0.0 0.0
     169269.000          0.689        288.150 0.0 0.0 0.0 0.0 0.0
     169317.000          0.688        288.150 0.0 0.0 0.0 0.0 0.0
     169367.000          0.688        288.150 0.0 0.0 0.0 0.0 0.0
     169416.000          0.688        288.150 0.0 0.0 0.0 0.0 0.0
     169465.000          0.687        288.150 0.0 0.0 0.0 0.0 0.0
     169513.000          0.687        288.150 0.0 0.0 0.0 0.0 0.0
     169562.000          0.687        288.150 0.0 0.0 0.0 0.0 0.0
     169612.000          0.686        288.150 0.0 0.0 0.0 0.0 0.0
     169660.000          0.686        288.150 0.0 0.0 0.0 0.0 0.0
     169709.000          0.686        288.150 0.0 0.0 0.0 0.0 0.0
     169758.000          0.685        288.150 0.0 0.0 0.0 0.0 0.0
     169807.000          0.685        288.150 0.0 0.0 0.0 0.0 0.0
     169856.000          0.685        288.150 0.0 0.0 0.0 0.0 0.0
     169905.000          0.685        288.150 0.0 0.0 0.0 0.0 0.0
     169953.000          0.684        288.150 0.0 0.0 0.0 0.0 0.0
     170003.000          0.684        288.150 0.0 0.0 0.0 0.0 0.0
     170052.000          0.684        288.150 0.0 0.0 0.0 0.0 0.0
     170101.000          0.683        288.150 0.0 0.0 0.0 0.0 0.0
     170150.000          0.683        288.150 0.0 0.0 0.0 0.0 0.0
     170199.000          0.683        288.150 0.0 0.0 0.0 0.0 0.0
     170248.000          0.682        288.150 0.0 0.0 0.0 0.0 0.0
     170296.000          0.682        288.150 0.0 0.0 0.0 0.0 0.0
     170346.000          0.682        288.150 0.0 0.0 0.0 0.0 0.0
     170394.000          0.681        288.150 0.0 0.0 0.0 0.0 0.0
     170443.000          0.681        288.150 0.0 0.0 0.0 0.0 0.0
     170493.000          0.680        288.150 0.0 0.0 0.0 0.0 0.0
     170541.000          0.680        288.150 0.0 0.0 0.0 0.0 0.0
     170589.000          0.680        288.150 0.0 0.0 0.0 0.0 0.0
     170640.000          0.679        288.150 0.0 0.0 0.0 0.0 0.0
     170688.000          0.679        288.150 0.0 0.0 0.0 0.0 0.0
     170737.000          0.678        288.150 0.0 0.0 0.0 0.0 0.0
     170786.000          0.678        288.150 0.0 0.0 0.0 0.0 0.0
     170835.000          0.677        288.150 0.0 0.0 0.0 0.0 0.0
     170884.000          0.677        288.150 0.0 0.0 0.0 0.0 0.0
     170933.000          0.676        288.150 0.0 0.0 0.0 0.0 0.0
     170981.000          0.676        288.150 0.0 0.0 0.0 0.0 0.0
     171030.000          0.676        288.150 0.0 0.0 0.0 0.0 0.0
     171080.000          0.675        288.150 0.0 0.0 0.0 0.0 0.0
     171128.000          0.675        288.150 0.0 0.0 0.0 0.0 0.0
     171177.000          0.674        288.150 0.0 0.0 0.0 0.0 0.0
     171226.000          0.674        288.150 0.0 0.0 0.0 0.0 0.0
     171275.000          0.673        288.150 0.0 0.0 0.0 0.0 0.0
     171324.000          0.673        288.150 0.0 0.0 0.0 0.0 0.0
     171373.000          0.672        288.150 0.0 0.0 0.0 0.0 0.0
     171422.000          0.672        288.150 0.0 0.0 0.0 0.0 0.0
     171471.000          0.671        288.150 0.0 0.0 0.0 0.0 0.0
     171520.000          0.671        288.150 0.0 0.0 0.0 0.0 0.0
     171568.000          0.670        288.150 0.0 0.0 0.0 0.0 0.0
     171618.000          0.670        288.150 0.0 0.0 0.0 0.0 0.0
     171666.000          0.670        288.150 0.0 0.0 0.0 0.0 0.0
     171715.000          0.669        288.150 0.0 0.0 0.0 0.0 0.0
     171764.000          0.669        288.150 0.0 0.0 0.0 0.0 0.0
     171813.000          0.668        288.150 0.0 0.0 0.0 0.0 0.0
     171861.000          0.668        288.150 0.0 0.0 0.0 0.0 0.0
     171911.000          0.667        288.150 0.0 0.0 0.0 0.0 0.0
     171960.000          0.667        288.150 0.0 0.0 0.0 0.0 0.0
     172009.000          0.667        288.150 0.0 0.0 0.0 0.0 0.0
     172058.000          0.666        288.150 0.0 0.0 0.0 0.0 0.0
     172107.000          0.666        288.150 0.0 0.0 0.0 0.0 0.0
     172156.000          0.665        288.150 0.0 0.0 0.0 0.0 0.0
     172204.000          0.665        288.150 0.0 0.0 0.0 0.0 0.0
     172254.000          0.664        288.150 0.0 0.0 0.0 0.0 0.0
     172302.000          0.664        288.150 0.0 0.0 0.0 0.0 0.0
     172351.000          0.663        288.150 0.0 0.0 0.0 0.0 0.0
     172401.000          0.663        288.150 0.0 0.0 0.0 0.0 0.0
     172449.000          0.662        288.150 0.0 0.0 0.0 0.0 0.0
     172497.000          0.662        288.150 0.0 0.0 0.0 0.0 0.0
     172547.000          0.662        288.150 0.0 0.0 0.0 0.0 0.0
     172596.000          0.661        288.150 0.0 0.0 0.0 0.0 0.0
     172645.000          0.661        288.150 0.0 0.0 0.0 0.0 0.0
