    1 -0.69292929292E-01  0.38856393610E-13  0.22501869315E-15  0.96531210969E-20  0.56908158262E-18  0.71477565011E-18  0.15158969835E-22  0.30161124945E-20  0.81572480878E-20  0.12645287966E-22  0.14832277211E-20  0.65823856019E-16  0.54770935858E-18  0.32430021227E-19  0.18134202910E-19  0.66421142598E-18  0.95886416422E-15  0.97775438590E-15  0.00000000000E+00  0.86960276616E-16  0.67906126259E-16  0.20793800504E-19  0.20793804700E-19  0.19888996317E-19  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2 -0.69292929292E-01  0.38860142877E-13  0.22501869315E-15  0.29681084980E-19  0.31831201221E-18  0.34594204257E-18  0.12910488599E-22  0.35421779994E-20  0.26938610971E-19  0.35561491916E-22  0.27069125170E-20  0.65823856019E-16  0.30269677419E-18  0.13396686106E-19  0.10330420548E-19  0.32221493591E-18  0.95884715983E-15  0.97782426778E-15  0.00000000000E+00  0.86958734472E-16  0.67910979633E-16  0.20793800504E-19  0.20793804700E-19  0.12908325503E-19  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3 -0.69292929292E-01  0.38862266311E-13  0.22501869315E-15  0.44900364800E-19  0.23137945808E-18  0.19505668543E-18  0.11572272730E-22  0.39523129347E-20  0.41824502637E-19  0.49485577981E-22  0.30263765854E-20  0.65823856019E-16  0.21798153037E-18  0.67738871839E-20  0.65024374047E-20  0.18178036084E-18  0.95883339697E-15  0.97785518730E-15  0.00000000000E+00  0.86957486306E-16  0.67913127028E-16  0.20793800504E-19  0.20793804700E-19  0.10371551120E-19  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4 -0.69292929292E-01  0.38866078001E-13  0.22501869315E-15  0.61346140780E-19  0.17092081343E-18  0.84002191402E-19  0.99242699990E-23  0.46096414209E-20  0.58214343045E-19  0.59061577079E-22  0.30727361573E-20  0.65823856019E-16  0.15902414396E-18  0.24999717689E-20  0.32637895797E-20  0.78238430053E-19  0.95886601212E-15  0.97792025439E-15  0.00000000000E+00  0.86960444204E-16  0.67917646010E-16  0.20793800504E-19  0.20793804700E-19  0.88239333068E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5 -0.69292929292E-01  0.38883145104E-13  0.22501869315E-15  0.78651230418E-19  0.12547370827E-18  0.00000000000E+00  0.76743997590E-23  0.59664002089E-20  0.75718257683E-19  0.59377588883E-22  0.28735951468E-20  0.65823856019E-16  0.11438836392E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.95924020525E-15  0.97832176537E-15  0.00000000000E+00  0.86994380125E-16  0.67945531392E-16  0.20793800504E-19  0.20793804700E-19  0.82117491979E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1 -0.68585858585E-01  0.38861649368E-13  0.22501869315E-15  0.37944719316E-19  0.29920165018E-18  0.37164988443E-18  0.10980602428E-22  0.41654220797E-20  0.34663081497E-19  0.38912288389E-22  0.32427255305E-20  0.65823856019E-16  0.28182693500E-18  0.12245511129E-19  0.13057924994E-19  0.34634644831E-18  0.95870294410E-15  0.97762220077E-15  0.00000000000E+00  0.86945655414E-16  0.67896945855E-16  0.20793800504E-19  0.20793804700E-19  0.14131989651E-19  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2 -0.68585858585E-01  0.38864879555E-13  0.22501869315E-15  0.74633661518E-19  0.19624021897E-18  0.15035153840E-18  0.10633946390E-22  0.43022299124E-20  0.70298320504E-19  0.76412855111E-22  0.42589281584E-20  0.65823856019E-16  0.18252872138E-18  0.47962331317E-20  0.54550705711E-20  0.14010023470E-18  0.95861263288E-15  0.97761086756E-15  0.00000000000E+00  0.86937465006E-16  0.67896158752E-16  0.20793800504E-19  0.20793804700E-19  0.94525694327E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3 -0.68585858585E-01  0.38868525058E-13  0.22501869315E-15  0.94356233251E-19  0.16528851826E-18  0.79869040364E-19  0.10460634864E-22  0.43745006671E-20  0.89713740702E-19  0.95915024603E-22  0.45465775250E-20  0.65823856019E-16  0.15270196604E-18  0.25057556028E-20  0.29459763421E-20  0.74417308419E-19  0.95862329012E-15  0.97764173409E-15  0.00000000000E+00  0.86938431521E-16  0.67898302467E-16  0.20793800504E-19  0.20793804700E-19  0.80399746946E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4 -0.68585858585E-01  0.38881808784E-13  0.22501869315E-15  0.11228856496E-18  0.14581526012E-18  0.33352725302E-19  0.10329801045E-22  0.44330853036E-20  0.10740391221E-18  0.11334952345E-21  0.47713032210E-20  0.65823856019E-16  0.13390191421E-18  0.10328258500E-20  0.12461684980E-20  0.31073730954E-19  0.95888995397E-15  0.97792322626E-15  0.00000000000E+00  0.86962615513E-16  0.67917852410E-16  0.20793800504E-19  0.20793804700E-19  0.71420426875E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5 -0.68585858585E-01  0.38920942103E-13  0.22501869315E-15  0.12904075886E-18  0.13261233464E-18  0.00000000000E+00  0.10244024440E-22  0.44793179019E-20  0.12393617584E-18  0.12957822533E-21  0.49750047943E-20  0.65823856019E-16  0.12111649077E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.95982211733E-15  0.97887783200E-15  0.00000000000E+00  0.87047154268E-16  0.67984150838E-16  0.20793800504E-19  0.20793804700E-19  0.65208390784E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1 -0.67878787878E-01  0.38865740765E-13  0.22501869315E-15  0.76685549345E-19  0.19870430388E-18  0.18816880216E-18  0.10841849051E-22  0.42202156467E-20  0.72176658638E-19  0.79978812707E-22  0.44289118942E-20  0.65823856019E-16  0.18488385674E-18  0.61196716201E-20  0.66976055510E-20  0.17535152499E-18  0.95848166770E-15  0.97744253834E-15  0.00000000000E+00  0.86925587654E-16  0.67884468102E-16  0.20793800504E-19  0.20793804700E-19  0.93915352468E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2 -0.67878787878E-01  0.38869297665E-13  0.22501869315E-15  0.12080727466E-18  0.16642859046E-18  0.74170958642E-19  0.11439442214E-22  0.40008769485E-20  0.11483432345E-18  0.13423613055E-21  0.58387150763E-20  0.65823856019E-16  0.15321249620E-18  0.25448234768E-20  0.25027388959E-20  0.69123396270E-19  0.95837838192E-15  0.97737507935E-15  0.00000000000E+00  0.86916220571E-16  0.67879783001E-16  0.20793800504E-19  0.20793804700E-19  0.73773791880E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3 -0.67878787878E-01  0.38877211319E-13  0.22501869315E-15  0.14126509838E-18  0.15835607493E-18  0.38959703864E-19  0.11920799717E-22  0.38410605531E-20  0.13461755195E-18  0.16394286364E-21  0.64836035717E-20  0.65823856019E-16  0.14516333534E-18  0.13924993561E-20  0.12617385322E-20  0.36305465976E-19  0.95849287747E-15  0.97749898132E-15  0.00000000000E+00  0.86926604278E-16  0.67888388130E-16  0.20793800504E-19  0.20793804700E-19  0.67091360132E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4 -0.67878787878E-01  0.38901516595E-13  0.22501869315E-15  0.15875610900E-18  0.15443165406E-18  0.16143937700E-19  0.12476718896E-22  0.36746341677E-20  0.15147585136E-18  0.19294997237E-21  0.70873076678E-20  0.65823856019E-16  0.14110914258E-18  0.60339363319E-21  0.49975536856E-21  0.15040788698E-19  0.95903818450E-15  0.97805702886E-15  0.00000000000E+00  0.86976058676E-16  0.67927145151E-16  0.20793800504E-19  0.20793804700E-19  0.62352038064E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    5 -0.67878787878E-01  0.38952056962E-13  0.22501869315E-15  0.17451556916E-18  0.15282171139E-18  0.00000000000E+00  0.13124193081E-22  0.35025139380E-20  0.16660839842E-18  0.22294641178E-21  0.76842243316E-20  0.65823856019E-16  0.13927910758E-18  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.96025982680E-15  0.97930223272E-15  0.00000000000E+00  0.87086850545E-16  0.68013625940E-16  0.20793800504E-19  0.20793804700E-19  0.58583794782E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    1 -0.67171717171E-01  0.38869299960E-13  0.22501869315E-15  0.12094694242E-18  0.17544337028E-18  0.94615787307E-19  0.11991478070E-22  0.38169208881E-20  0.11464869995E-18  0.14047466151E-21  0.61577678036E-20  0.65823856019E-16  0.16185079959E-18  0.34023159508E-20  0.30456106408E-20  0.88167860716E-19  0.95823830112E-15  0.97722181697E-15  0.00000000000E+00  0.86903516514E-16  0.67869138759E-16  0.20793800504E-19  0.20793804700E-19  0.74348028915E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    2 -0.67171717171E-01  0.38874331265E-13  0.22501869315E-15  0.16670742625E-18  0.17364973407E-18  0.36848112395E-19  0.13584027187E-22  0.33706776344E-20  0.15815148039E-18  0.21945965829E-21  0.83364862081E-20  0.65823856019E-16  0.15886964606E-18  0.14991339020E-20  0.10462609742E-20  0.34302717519E-19  0.95816756949E-15  0.97716074020E-15  0.00000000000E+00  0.86897101797E-16  0.67864896911E-16  0.20793800504E-19  0.20793804700E-19  0.64436018036E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    3 -0.67171717171E-01  0.38888140672E-13  0.22501869315E-15  0.18658834909E-18  0.17564582436E-18  0.19231628242E-19  0.14569987882E-22  0.31449606187E-20  0.17692521640E-18  0.26322587147E-21  0.93999068244E-20  0.65823856019E-16  0.16018623906E-18  0.83801364363E-21  0.50879024908E-21  0.17884824349E-19  0.95843151454E-15  0.97743017269E-15  0.00000000000E+00  0.86921039218E-16  0.67883609296E-16  0.20793800504E-19  0.20793804700E-19  0.60596784786E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
    4 -0.67171717171E-01  0.38921815906E-13  0.22501869315E-15  0.20319832274E-18  0.17867852862E-18  0.79288076339E-20  0.15537199748E-22  0.29543908600E-20  0.19252343015E-18  0.30517460181E-21  0.10369717988E-19  0.65823856019E-16  0.16253783714E-18  0.36764862126E-21  0.19664029305E-21  0.73645187196E-20  0.95921549291E-15  0.97822793484E-15  0.00000000000E+00  0.86992138939E-16  0.67939014762E-16  0.20793800504E-19  0.20793804700E-19  0.57709734872E-20  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00  0.00000000000E+00
