        0.0000100   0.250000E-02     5    0.000000E+00   29
     1   0.14620E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49318E-07   0.56038E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16964E-02   0.50792E-03   0.18734E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.00000E+00
     2   0.18420E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49318E-07   0.56038E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16964E-02   0.50792E-03   0.18734E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.14620E-02
     3   0.21086E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49318E-07   0.56038E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16964E-02   0.50792E-03   0.18734E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.18420E-02
     4   0.23208E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49318E-07   0.56038E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16964E-02   0.50792E-03   0.18734E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.21086E-02
     5   0.25000E-02   0.99408E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.13220E-01   0.13845E-08   0.20204E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16771E-04   0.65262E-02   0.66773E-02   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.75546E-03   0.81177E+00   0.73976E+01   0.23208E-02
        0.0000103   0.249995E-02     5    0.000000E+00   29
     1   0.14620E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49315E-07   0.56013E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16966E-02   0.50806E-03   0.18733E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.00000E+00
     2   0.18420E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49315E-07   0.56013E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16966E-02   0.50806E-03   0.18733E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.14620E-02
     3   0.21086E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49315E-07   0.56013E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16966E-02   0.50806E-03   0.18733E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73976E+01   0.18420E-02
     4   0.23208E-02   0.99391E+00   0.55556E+02   0.16800E-01   0.00000E+00   0.00000E+00   0.20938E-01   0.49297E-07   0.56034E-06   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.16959E-02   0.50825E-03   0.18733E-01   0.19158E+00   0.17383E+00   0.10000E-29   0.57000E-02   0.37000E-02   0.10000E+01   0.94243E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.76108E-03   0.81177E+00   0.73977E+01   0.21086E-02
